0	0.334448	0.298243
1	0.250968	0.220848
2	0.251103	0.220965
3	0.251124	0.220935
4	0.251046	0.220884
5	0.251034	0.220865
6	0.251074	0.220903
7	0.251065	0.220927
8	0.251063	0.220896
9	0.251079	0.220903
10	0.251083	0.220929
11	0.2511	0.220924
12	0.251079	0.220947
13	0.251082	0.22093
14	0.251079	0.220943
15	0.251074	0.220885
16	0.251084	0.220923
17	0.251072	0.220914
18	0.25107	0.220941
19	0.251055	0.220933
20	0.251093	0.220953
21	0.251114	0.220977
22	0.251035	0.220896
23	0.251077	0.220925
24	0.251071	0.2209
25	0.251081	0.220898
26	0.251068	0.220932
27	0.251082	0.220917
28	0.25109	0.220945
29	0.251099	0.220974
30	0.251108	0.220963
31	0.25107	0.220918
32	0.251112	0.220975
33	0.251089	0.220976
34	0.251083	0.220922
35	0.251077	0.220905
36	0.251089	0.220935
37	0.251083	0.220914
38	0.251077	0.220942
39	0.251069	0.220913
40	0.251078	0.220927
41	0.251074	0.220919
42	0.251083	0.220943
43	0.251069	0.220916
44	0.251082	0.220917
45	0.25107	0.220939
46	0.251103	0.22093
47	0.251081	0.220937
48	0.251086	0.220947
49	0.251107	0.220948
50	0.251071	0.22092
51	0.25108	0.220922
52	0.251078	0.220956
53	0.251091	0.22094
54	0.251086	0.220934
55	0.251058	0.22091
56	0.251039	0.220882
57	0.251082	0.220928
58	0.251057	0.220865
59	0.251047	0.220884
60	0.251046	0.220891
61	0.251116	0.220991
62	0.251073	0.220934
63	0.251116	0.221005
64	0.251179	0.221054
65	0.251009	0.220857
66	0.25112	0.221019
67	0.251028	0.220791
68	0.251118	0.220945
