1	0.215249	2
2	0.0942452	2
3	0.0562809	2
4	0.035509	2
5	0.0257414	2
6	0.0182604	2
7	0.0155445	2
9	0.0113284	2
11	0.00703428	2
13	0.00566966	2
15	0.00437671	2
18	0.00361589	2
22	0.000884124	2
27	0.00163146	2
32	0.00150055	2
38	0.00150507	2
46	-0.00151225	2
55	-0.00103862	2
66	-0.00170145	2
79	-0.00317278	2
95	-0.00222626	2
114	-0.00280811	2
