1	0.0237358	2
2	0.0171908	2
3	0.0149007	2
4	0.0132879	2
5	0.0124223	2
6	0.0116812	2
7	0.0112055	2
9	0.0104863	2
11	0.00996575	2
13	0.00960083	2
15	0.00936981	2
18	0.00908834	2
22	0.00880128	2
27	0.00859818	2
32	0.00839799	2
38	0.00818856	2
46	0.00795685	2
55	0.00782372	2
66	0.00777519	2
79	0.00781683	2
95	0.00793068	2
114	0.0077208	2
