0	0.999999
1	0.691507
2	0.421652
3	0.307136
4	0.240466
5	0.193794
6	0.163366
7	0.141569
8	0.12391
9	0.110807
10	0.100094
11	0.0916026
12	0.0841483
13	0.0774512
14	0.0718026
15	0.0671603
16	0.063078
17	0.0593598
18	0.0558853
19	0.0528895
20	0.0502598
21	0.0477015
22	0.045519
23	0.0435508
24	0.0416975
25	0.039942
26	0.0382696
27	0.0368792
28	0.0355929
29	0.0343061
30	0.0331453
31	0.0319695
32	0.0309139
33	0.0298757
34	0.0288849
35	0.0280146
36	0.0271397
37	0.0263543
38	0.0255326
39	0.0248327
